"anho","mes","idprovincia","nombre","numero_de_incendios","superficie_total_quemada","sup_total_arbolada","sup_total_desarbolada","naturales_casos","naturales_total_arbolada","naturales_total_noarboalda","antropicos_casos","sup_antropicos_total_arbolada","sup_antropicos_total_noarbolada","e","evap","glo","hr","inso","n_cub","n_des","n_fog","n_gra","n_llu","n_nie","n_nub","np_001","np_010","np_100","np_300","nt_00","nt_30","n_tor","nv_0050","nv_0100","nv_1000","nw_55","nw_91","p_max","p_mes","p_sol","q_mar","q_max","q_med","q_min","ta_max","ta_min","ti_max","tm_max","tm_mes","tm_min","ts_10","ts_20","ts_50","ts_min","w_med","w_rec","tasa_de_paro"
2014,7,26,"LA RIOJA",3,4.6,0.25,4.35,1,0,0.15,2,0.25,4.2,154,1699,69389,56,9.1,2,6,0,1,9,0,23,8,5,2,0,0,13,6,0,0,0,1,0,21.6,53.1,61,1015.9,981.8,974.6,964.5,36.1,12.6,22,28.6,22,15.4,-9999,-9999,-9999,21.8,11,194,18.2330827067669
2014,7,27,"LUGO",34,11.12,0.86,10.26,0,0,0,34,0.86,10.26,165,730,-9999,77,8.5,-9999,-9999,4,0,9,0,-9999,6,4,1,0,0,1,0,-9999,-9999,-9999,0,0,14.4,31.7,57,1017.8,973.4,966.7,957.8,31.3,7.2,18,24.7,18.8,12.9,-9999,-9999,-9999,17,6,132,17.0572916666667
2014,7,28,"MADRID",63,85.62,0,85.62,1,0,0.01,62,0,85.61,114.82,3185.17,84533,39.89,11.98,1.86,16.29,1,0.43,2,0,12.86,2.67,2.33,0.67,0,0,16.2,1.57,0,0.14,0.71,3.5,0,9.43,18.56,81.17,1012.9,921.26,913.4,907.39,35.93,9.8,21.32,29.8,22.7,15.59,-9999,17.8,-9999,21.58,9.13,233.6,17.5265781728632
2014,7,29,"MALAGA",17,39.23,13.49,25.74,0,0,0,17,13.49,25.74,206.5,1897,-9999,66.4,9.95,0,17,1,0,0,0,14,0.5,0,0,0,0,13.33,0,0,0,0,0.67,0,0.02,0.05,69.5,1014.25,1009.43,1005.15,998.08,35.15,16.5,24.75,29.97,24.83,19.63,-9999,-9999,-9999,23.37,10.5,220.83,30.4347826086957
2014,7,30,"MURCIA",10,3.76,1.22,2.54,1,0,0.55,9,1.22,1.99,183.22,2184.5,86046.5,50.89,12.08,0.33,15.67,0,0,0,0,15,0.1,0.1,0,0,0,22,0,0,0,0,0.71,0,0.12,0.12,83,1013.53,992.57,986.95,980.48,35.69,16.86,27.92,32.04,26.03,19.97,34.9,32.6,30.6,23.13,10.86,198.5,26.2434009447069
2014,7,31,"NAVARRA",9,502.62,224.6,278.02,1,4.4,0,8,220.2,278.02,163.75,-9999,65435,63.33,6.5,6,6,0,0,13,0,19,12.6,8.8,3.2,1,0,5.75,5.5,0,0,0,5.67,0.33,42.46,103.68,44,1015.25,979.3,972.8,963.1,35.93,10.83,18.83,25.95,20.33,14.68,-9999,-9999,-9999,19.63,11.5,299.67,14.9273021001615
2014,7,32,"OURENSE",55,30.87,10.44,20.43,1,0.2,0,54,10.24,20.43,151.33,1463,-9999,61.33,9.25,-9999,-9999,0,0,7,0,-9999,6,4.67,0.67,0,0,9.33,0,0,0,0,0,0,10.5,23.63,62,1015.55,966.9,960.35,953,34.63,7.47,19.2,27.4,20.07,12.63,-9999,-9999,-9999,16.77,8,167.33,20.120572720422
2014,7,33,"ASTURIAS",57,49.38,30.85,18.53,0,0,0,57,30.85,18.53,173.75,590.25,57060,78,6.51,13.25,1,2.75,0,13.25,0,16.75,10.5,5.88,1,0.25,0,0,1,0,0,1.5,1.14,0,20.7,42.06,43.29,1018,991.15,983.94,974.33,26.76,10.6,18.11,22.06,18.51,14.89,-9999,22,-9999,18.55,9.67,200.57,19.9583333333333
2014,7,34,"PALENCIA",11,10.3,1.69,8.61,1,0,0.08,10,1.69,8.53,123.67,-9999,-9999,56.33,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,3,1,0,0,8,-9999,-9999,-9999,-9999,1,0,14.1,24.9,60.5,1014.95,912.75,906.5,900.15,34.17,6.17,17.97,25.73,18.4,10.93,-9999,-9999,-9999,16.33,11,285.5,21.7105263157895
2014,7,35,"LAS PALMAS",4,4.7,0,4.7,0,0,0,4,0,4.7,211.86,2326.5,83053,65.5,8.33,0.67,8.33,0,0,0.67,0,22,0,0,0,0,0,1,0,0,0,0,15.67,0,0,0,60.67,1016.93,1017.35,1013.23,1008.7,29.95,19.23,24.98,26.9,23.78,20.58,-9999,-9999,-9999,21.95,20.71,696.33,35.2152434721242
2014,7,36,"PONTEVEDRA",37,7.1,4.74,2.36,0,0,0,37,4.74,2.36,176.5,772,-9999,70,9.7,4,16.5,6,0,10.5,0,10.5,8.5,4.5,2,0.5,0,3,1,0,0.5,1,0,0,35.8,64.9,65.5,1016.8,1002.4,995.7,986.6,31.8,11.85,19.8,25.65,20.45,15.2,20.8,21.5,20.6,18.3,9.5,165,23.2266726336988
2014,7,37,"SALAMANCA",39,237.88,0.5,237.38,1,0,0.21,38,0.5,237.17,111,2643,84064,46.4,11.15,4,16,0,0,4,0,11,4.6,3,0.2,0,0,12.8,2,0,0,0,4.2,0.2,7.66,14.78,75.5,1013.2,911.64,905.66,899.88,34.46,7.2,18.26,27.52,19.76,11.94,29.2,28.3,27,16.32,12.4,270.6,18.7064045656309
2014,7,38,"S.C. TENERIFE",7,1.01,0.4,0.61,0,0,0,7,0.4,0.61,173.56,1405.67,86737,61.57,8.8,2.25,3.25,2.17,0,4,0,25.25,1.57,0.57,0,0,0,1.14,0,0,0,0.2,7.17,0,1.01,3,64,1017.91,983.02,978.66,974.5,28.71,16.19,21.8,25.01,21.73,18.4,-9999,-9999,-9999,20.21,19.11,540.5,31.3113807047949
2014,7,39,"CANTABRIA",4,3.08,0.11,2.97,0,0,0,4,0.11,2.97,178.71,958.33,68132,77.71,7.83,7,4,1,0,15,0,20,14,7.67,1.33,0,0,1.29,1.33,0,0,0.67,0.33,0,14.02,42.07,52.33,1017.13,996.43,989.53,979.68,30.1,11.73,18.7,22.99,19.06,15.04,-9999,21.8,-9999,18.29,10.83,232.17,19.0425906370996
2014,7,40,"SEGOVIA",10,7.27,4.53,2.74,4,0.02,0.41,6,4.51,2.33,97.5,-9999,-9999,46,10.75,-9999,-9999,1,0,5,0,-9999,4.5,4,1,0,0,6,2,0,0,0,4,0,11.6,33.3,73,1016.6,868.9,863.7,858.45,30.95,5.3,15.2,24.1,18.05,11.95,-9999,-9999,-9999,19.3,10.5,233,14.0664961636829
2014,7,41,"SEVILLA",27,149.52,25.79,123.73,0,0,0,27,25.79,123.73,159.6,3043,-9999,45.5,12,0,17.5,0.5,0,0,0,13.5,0,0,0,0,0,23.75,0,0,0,0,0.25,0,0,0,83,1013.88,991.66,986.88,981.34,38.75,13.8,25.4,32.93,24.95,16.95,-9999,-9999,-9999,20.73,9.8,216.5,33.4876210979548
2014,7,42,"SORIA",7,3.51,1.66,1.85,4,1.66,0.64,3,0,1.21,120,-9999,79968,53,10.7,-9999,-9999,0,0,6,0,-9999,5,5,1,1,0,10,4,-9999,-9999,-9999,0,0,31.2,53.4,72,1013.5,901.1,895.5,890.1,33.6,7.3,17.7,25.7,18.5,11.3,-9999,-9999,-9999,16.1,11,223,17.1557562076749
2014,7,43,"TARRAGONA",21,4.34,1.44,2.9,10,0.63,0.55,11,0.81,2.35,195.67,1655.5,79301.5,57.33,9.9,1,9.5,0,0,5.5,0,20.5,4,2.5,0.5,0.5,0,22,3.5,0,0,0,4,0,18.15,21.3,67.5,1014.45,1013.1,1007.25,1001.35,35.2,15.5,27.1,31.05,25.3,19.5,-9999,-9999,-9999,23.1,11,234.67,20.7942238267148
2014,7,44,"TERUEL",11,16.25,9.98,6.27,7,0.55,0,4,9.43,6.27,126.5,-9999,80629,47,10.2,-9999,-9999,0.5,0.5,4,0,-9999,4,3,1.5,0,0,15.5,3,0,0,0,2,0,16.6,27.45,69,1013,921.15,915.1,908.95,36.55,7.4,22.4,29.6,21.1,12.55,-9999,-9999,-9999,17.85,9,189,19.7183098591549
2014,7,45,"TOLEDO",38,578.07,24.17,553.9,2,0,1.16,36,24.17,552.74,105.75,2194,87901,33.25,12.5,-9999,-9999,0,1,0,0,-9999,1.6,1.2,0.8,0.2,0,21.25,1,-9999,-9999,-9999,1,0,20.32,22.02,85.5,1012.5,955.73,949.98,944.28,39.03,11.53,23.48,32.28,24.58,16.88,-9999,-9999,-9999,22.38,9,206.5,27.8380756820182
2014,7,46,"VALENCIA",31,28.02,2.83,25.19,10,0.33,0.13,21,2.5,25.06,191.17,1354,82264,55,11.28,1,11,0,0,2,0,19,2.29,1.57,0.43,0.29,0,17.29,1.5,0,0,0,1.17,0,16.87,18.27,77,1013.4,986.07,979.97,974.03,36.53,15.93,25.4,30.87,25.43,19.94,-9999,-9999,-9999,22.76,11.17,207.83,25.8763388510224
2014,7,47,"VALLADOLID",8,9.95,5.9,4.05,2,0,0.34,6,5.9,3.71,126.33,2426,83138,50.33,11.35,2.5,15.5,0,0.5,3.5,0,13,4,4,1,0,0,12.33,4,0,0,0,0,0,11.05,25.8,76.5,1011.4,932.73,926.07,919.67,36.67,8.53,20.57,28.23,20.63,13,26.9,26.75,24.45,17.5,10.67,170,15.8082408874802
2014,7,48,"VIZCAYA",1,0.75,0.75,0,0,0,0,1,0.75,0,197,-9999,60579,82,5.1,13,3,0,1,16,0,15,15.25,9.75,1.25,0,0,1,3,0,0,0,5,0,11.18,49.75,34,1017.03,1018.77,1011.5,1001.03,35.27,13.6,18.37,23.43,19.93,16.4,-9999,-9999,-9999,19.17,14.25,290.75,15.981308411215
2014,7,49,"ZAMORA",30,481.66,22.38,459.28,1,0.01,0,29,22.37,459.28,114.33,-9999,-9999,44.67,11.13,-9999,-9999,0,0,4,0,-9999,4.33,3.33,0.67,0,0,13,0,-9999,-9999,-9999,1,0,10.87,18.2,75,1015,939.2,932.13,925.47,36.73,7.2,20.97,29.1,20.83,12.5,-9999,-9999,-9999,17,8.67,185.33,26.7605633802817
2014,7,50,"ZARAGOZA",12,23.94,12.36,11.58,0,0,0,12,12.36,11.58,135.5,3058,-9999,45.75,11,3,13.5,0,0,6.5,0,14.5,4.5,2.5,0.5,0,0,16.5,3.5,0,0,0,7.75,0,9.05,12.9,74.33,1013.78,973.78,967.7,960.43,37.65,11.7,22.75,30.1,23.18,16.23,30.7,31,27.5,20.78,16.25,369,19.1289852052511
2014,8,1,"ALAVA",2,4,0.95,3.05,0,0,0,2,0.95,3.05,157,1471,58966,70,7.35,9,0,5,0,9,0,22,4.5,4,0.5,0,0,7,1,0,0,4,3,0,12.7,19.05,53.5,1016.45,966.05,958.3,950.45,34.7,3.95,15.95,26.15,19,11.8,23.2,22.4,20.8,17.7,13,241.5,16.3187855787476
2014,8,2,"ALBACETE",4,1.51,0.09,1.42,0,0,0,4,0.09,1.42,143,3709,79781,44.33,11.9,0,16,0.5,0,0.5,0,15,0,0,0,0,0,27,0,0,0,0,0,0,0,0,87,1012.23,935.3,930,924.43,36.17,14.23,28.37,33.03,25.4,17.73,-9999,-9999,-9999,19.97,6,225,29.0080428954424
2014,8,3,"ALICANTE",7,17.17,16.49,0.68,1,16.02,0,6,0.47,0.68,215.75,1113,73046,60.5,9.73,1,9,0,0,2,0,21,1.75,1,0.25,0,0,22.25,0,0,0,0,0.33,0,8.88,10.3,71,1014.33,1015.97,1009.47,1001.47,37.2,17.5,26.88,31.18,26.05,20.9,-9999,-9999,-9999,23.58,10.25,194.67,24.3438098456686
2014,8,4,"ALMERIA",8,1.95,0.55,1.4,0,0,0,8,0.55,1.4,215.83,1437,77385,65.5,10.65,0,22,0,0,0,0,9,1,0.17,0,0,0,10.83,0,0,0,0,2.33,0.33,1.3,1.42,79,1011.9,995.05,989.62,982.85,33.23,17.98,25.22,29.28,25.22,21.13,-9999,-9999,-9999,24.28,11.33,237.33,37.5107789594711
2014,8,5,"AVILA",19,11.76,7,4.76,2,0,0.08,17,7,4.68,110.67,2003,-9999,40.5,11.1,-9999,-9999,0,0,2,0,-9999,0.67,0.67,0,0,0,11.67,0,0,0,0,0,0,1.1,1.1,81,1012.9,895.6,890.5,885,33.2,8.9,23.77,29.43,21.2,12.97,26.3,25.1,-9999,17.37,7,173,23.5609103078983
2014,8,6,"BADAJOZ",38,287.69,34.22,253.47,0,0,0,38,34.22,253.47,138.8,2417,-9999,42.4,12.15,0,18,0,0,0,0,13,0,0,0,0,0,28.4,0,0,0,0,0.2,0,0,0,88.75,1013.68,974.38,970.1,965.05,37.3,13.8,27.94,33.6,25.4,17.12,28.3,27.9,27.3,20.98,11.2,239.8,28.5396825396825
2014,8,7,"ILLES BALEARS",11,0.32,0.06,0.26,0,0,0,11,0.06,0.26,224.11,1578.25,72252,64.57,9.65,0.67,5.33,0.6,0,2,0,25,2.4,1.2,0.1,0,0,14.88,0,0,0,0,0.56,0,4.27,5.91,70.5,1014.83,1018.32,1011.6,1003.63,34.11,17.2,23.69,30.08,25.78,21.44,-9999,-9999,-9999,24.61,12.1,233.33,15.938141076219
2014,8,8,"BARCELONA",22,2.45,1.2,1.25,13,0.3,0.02,9,0.9,1.23,203.33,863,65027.5,66.67,8.13,3.5,1.5,2,0,5.5,0,26,5.33,3,1.33,0.83,0,4.33,2,0,0,0.5,0.67,0,38,50.25,59,1014.57,994.4,987.83,979.93,32.45,16.17,23.02,27.87,23.87,19.8,24.9,24.2,24.1,22.23,11.67,234.6,19.1095890410959
2014,8,9,"BURGOS",18,25.61,5.16,20.45,0,0,0,18,5.16,20.45,118,1736,-9999,51.5,9.87,2,6,2,0,4,0,23,4,2,0,0,0,8.25,1,0,0,0,0.25,0,2,4.53,71,1013.57,919.07,912.4,904.53,31.75,4.53,18.55,27.4,19.33,11.15,26.1,25.8,24.4,16.43,10.5,218.5,18.0868609125893
2014,8,10,"CACERES",79,1277.21,232.19,1045.02,0,0,0,79,232.19,1045.02,130.4,3938,80286,40.2,11.63,0,17,0,0,0,0,14,0,0,0,0,0,27.4,0,0,0,0,0,0,0,0,84.67,1013.17,981.27,976.87,971.2,36.3,13.58,26.78,33.16,25.16,17.12,31.1,29.3,28.4,20.98,9.6,217.4,26.1546445251686
2014,8,11,"CADIZ",19,270.36,14.57,255.79,0,0,0,19,14.57,255.79,192.43,2208.5,77132,62.33,12.2,0,24,1,0,0,0,7,0.29,0,0,0,0,9.43,0,0,0,0.5,1.86,0,0.01,0.03,90.5,1014.72,996.54,992.76,987.42,33.59,16.26,23.61,28.7,23.8,18.81,-9999,-9999,-9999,22.31,13.29,276.29,41.2577980104536
2014,8,12,"CASTELLON",14,15.55,13.04,2.51,9,0.44,0.47,5,12.6,2.04,196,-9999,-9999,66,9.6,-9999,-9999,0,1,2,0,-9999,7.5,5.75,2.5,0.75,0,9.67,1,-9999,-9999,-9999,0,0,32.38,78.28,70,1014.05,956,950,942.35,32.23,14.53,24.07,28.23,23.3,18.33,-9999,-9999,-9999,21.9,9,172.5,27.8423090461105
2014,8,13,"CIUDAD REAL",7,4.65,0.03,4.62,0,0,0,7,0.03,4.62,98.5,2023,81216,28.5,11.13,-9999,-9999,0,0,1,0,-9999,0.6,0,0,0,0,28.75,0,0,0,0,0.5,0,0.02,0.06,81.67,1012.03,943.87,939.43,934.63,36.65,14.15,27.3,33.58,25.98,18.3,-9999,-9999,-9999,21.8,8,154.5,32.6472962066182
2014,8,14,"CORDOBA",10,12.46,2.05,10.41,0,0,0,10,2.05,10.41,132.5,3648,75715,38.25,11.7,0,23,0,0,0,0,8,0.75,0,0,0,0,27.25,0,0,0,0,1,0,0.05,0.15,86,1012.57,966.53,962,957.37,37.45,13.4,26.53,33.8,25.9,18,-9999,-9999,-9999,21.73,10,217.25,35.7277882797732
2014,8,15,"A CORU<U+00C3>",50,21.39,9.98,11.41,0,0,0,50,9.98,11.41,164.78,739,60052,75.89,7.28,8,4.67,10.33,0,12.67,0,18.33,12.56,8.22,1.44,0.11,0,0.67,0,0,0,2,7.25,0.38,17.24,54.94,52.6,1017.45,995.1,987.67,979.2,28.93,11.42,19.16,22.56,18.61,14.61,22.1,21.6,21.6,18.97,16,378.38,18.7315634218289
2014,8,16,"CUENCA",11,6.96,0.38,6.58,1,0.01,0,10,0.37,6.58,108,2499,-9999,35.5,10.05,2,15,0,0,1,0,14,0.5,0,0,0,0,26,0,0,0,0,1,0,0.1,0.1,73,1011.05,920.7,916.1,910.65,35.5,14.25,27.45,32.35,25,17.55,30.1,28.7,26.3,20.15,9.5,203,28.2795698924731
2014,8,17,"GIRONA",5,0.17,0.15,0.02,0,0,0,5,0.15,0.02,174.75,-9999,57624,72,7.65,6,1,2,0,16,0,24,15,10.5,2.25,1.25,0,5.75,5,0,0,2,0.25,0,44.3,105.58,55,1013.9,921.75,916.1,908.45,30.48,11,19.23,25.58,20.08,14.48,-9999,-9999,-9999,17.58,6.5,133,20.3180212014134
2014,8,18,"GRANADA",10,229.89,77.79,152.1,0,0,0,10,77.79,152.1,110.75,3217.5,82158.5,33.75,11.8,0,26,0,0,0,0,5,0,0,0,0,0,29,0,0,0,0,0.5,0,0,0,86.67,1012.13,931.45,926.8,922.25,38.45,12.18,29.03,35.03,25.33,15.63,-9999,-9999,-9999,20.1,10,199,36.3024455912049
2014,8,19,"GUADALAJARA",7,2.51,0.01,2.5,2,0.01,1.2,5,0,1.3,113,-9999,-9999,42.33,9.5,-9999,-9999,0,0.5,2.5,0,-9999,1.33,0.67,0.33,0,0,14.67,1.5,0,0,0,0,0,6.53,9.2,69,1012.4,916.9,911.03,904.63,32.83,8.47,24.93,29.73,21.3,12.87,-9999,-9999,-9999,16.17,8.5,164.5,21.8562874251497
2014,8,20,"GUIPUZCOA",0,0,0,0,0,0,0,0,0,0,176.67,661.33,52719,76.33,6.3,12,1,2.5,0,16,0,18,15,10,1.67,0.5,0,0.83,3,0,0,1,1.5,0,25.07,64.38,44.67,1017.26,1006.94,998.44,989.2,29.03,11.55,17.55,23.1,19.42,15.67,22,21.5,21.2,18.85,7,153.33,13.4232301562979
2014,8,21,"HUELVA",23,203.57,68.32,135.25,0,0,0,23,68.32,135.25,171.25,-9999,82238.5,54.25,12.6,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,19.25,0,-9999,-9999,-9999,5,0,0,0,93,1014.03,996.13,992.13,987.43,36.43,15.18,25.83,31.3,24.98,18.63,-9999,-9999,-9999,22.8,12,280.25,35.959595959596
2014,8,22,"HUESCA",11,4.11,0.88,3.23,4,0.78,1.3,7,0.1,1.93,144.5,-9999,-9999,57.5,10,-9999,-9999,0,0,7,0,-9999,10,7,4,0,0,10,3,0,0,0,1,0,20.3,86.65,72,1013.5,957.7,951.9,943.7,31.65,8.7,21.5,27.65,20.85,13.95,-9999,-9999,-9999,17.6,8.5,61,14.0740740740741
2014,8,23,"JAEN",20,45.15,13.56,31.59,1,12,16.91,19,1.56,14.68,137.33,-9999,-9999,39,11.95,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,87.5,1012,947.55,942.82,938.25,38.35,14.43,26.82,34.1,26.45,18.68,-9999,-9999,-9999,22.05,7.2,161.2,35.8066712049013
2014,8,24,"LEON",63,288.12,30.44,257.68,0,0,0,63,30.44,257.68,117.25,1977,72007.5,58.25,10.65,1,5,0,0,3,0,25,3.75,1.75,0.25,0,0,2.6,3,0,0,0,0.5,0,5.43,10.23,76.5,1015.1,912.03,905.25,898.35,30.08,4.78,18.8,24.74,17.3,9.8,-9999,26.4,-9999,16.22,10.5,218,22.4755700325733
2014,8,25,"LLEIDA",7,9.4,0,9.4,1,0,0.01,6,0,9.39,147.67,2054,70819,57.33,9.75,2,12,0,0,8,0,17,9.33,6.67,3.67,0.33,0,10.33,5,0,0,0,1,0,25.97,81.67,70.5,1013.45,964.3,957.7,949.9,32.23,9.27,22.23,27.37,20.93,14.43,-9999,27.3,-9999,17.97,7.5,201,13.5223048327138
2014,8,26,"LA RIOJA",4,7.53,0.51,7.02,0,0,0,4,0.51,7.02,153,1720,67323,56,9.7,4,4,0,0,5,0,23,5,5,0,0,0,13,3,0,0,0,0,0,4.8,14.2,70,1015.1,982.6,973.9,965.4,35.3,8.7,18.5,29.4,22.2,15,-9999,-9999,-9999,20,8,153,18.2330827067669
2014,8,27,"LUGO",65,25.1,9.09,16.01,0,0,0,65,9.09,16.01,153,754,-9999,75,7.3,-9999,-9999,6,0,13,0,-9999,10,5,0,0,0,0,0,-9999,-9999,-9999,0,0,4.9,16.1,53,1017.5,973.1,966.3,958.7,29.5,5.1,21.2,24.8,18,11.2,-9999,-9999,-9999,18.2,6,133,17.0572916666667
2014,8,28,"MADRID",68,57.82,0.11,57.71,5,0,0.62,63,0.11,57.09,121.6,3302,80109.67,39.8,11.73,0.14,15.86,0.29,0,0.86,0,15,0.9,0.6,0.2,0,0,20.4,0.43,0,0,0.29,1.75,0,4.64,5.73,85.33,1011.94,916.34,911.13,905.25,33.81,12.31,26.14,30.7,23.65,16.53,-9999,19.3,-9999,19.78,10.57,219.67,17.5265781728632
2014,8,29,"MALAGA",9,149.6,16.76,132.84,0,0,0,9,16.76,132.84,219.83,1940,-9999,66.4,10.75,0,21,1,0,0,0,10,0.83,0,0,0,0,18.67,0,0,0,1,1.67,0,0.07,0.1,79.5,1013.77,1010,1004.72,999.97,37.92,17.18,25.38,31.22,26.02,20.77,-9999,-9999,-9999,24.57,9.5,197.83,30.4347826086957
2014,8,30,"MURCIA",6,2.34,1.1,1.24,0,0,0,6,1.1,1.24,198.22,2064.75,76948.5,53.89,11.2,0.67,13,0,0,0.5,0,17.33,0.5,0.1,0,0,0,24.5,0,0,0,0,0.88,0,0.35,0.39,82.43,1013.45,992.97,986.88,978.93,37.45,17.78,29.05,32.68,26.91,21.12,35.3,33.2,31.5,24.18,10.44,214.86,26.2434009447069
2014,8,31,"NAVARRA",5,4.9,0.1,4.8,0,0,0,5,0.1,4.8,159,-9999,63743,63,8.9,5,1,0,0,6,0,25,8.2,6.4,1.4,0.2,0,9,3,0,0,0,1.75,0,14.38,41.04,64,1014.75,980.4,972.3,963.55,33.73,8.23,16.98,27.08,20.75,14.45,-9999,-9999,-9999,18.48,9.6,187,14.9273021001615
2014,8,32,"OURENSE",131,208.38,49.49,158.89,0,0,0,131,49.49,158.89,143.67,1335,-9999,62.33,8.65,-9999,-9999,0,0,9,0,-9999,5,4,0,0,0,6,0,0,0,0,0,0,7.33,17.4,62.5,1015.85,966.8,960.4,953.9,32.73,7,20.8,26.7,19.37,11.9,-9999,-9999,-9999,19.2,6.75,133.75,20.120572720422
2014,8,33,"ASTURIAS",109,246.65,67.98,178.67,0,0,0,109,67.98,178.67,174.86,855,49780,76.29,5.97,12.5,1.25,3,0,10.75,0,17.25,11.57,8,1.43,0.43,0,0,1,0,0,2,2.29,0.29,26.36,55.41,42.83,1017.29,1010.87,1002.07,993.11,28.37,11.76,19.07,23.26,19.4,15.51,-9999,21.4,-9999,19.44,9.43,202.71,19.9583333333333
2014,8,34,"PALENCIA",18,9.24,0.72,8.52,0,0,0,18,0.72,8.52,124.67,-9999,-9999,57.67,8.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.33,1.33,0.33,0.33,0,2.67,-9999,-9999,-9999,-9999,0.5,0,17.43,20.2,63,1014.55,912.85,905.95,899.05,30.57,5.43,20.63,26.33,18.57,10.8,-9999,-9999,-9999,15.03,7.5,171,21.7105263157895
2014,8,35,"LAS PALMAS",7,7.98,0,7.98,0,0,0,7,0,7.98,235.43,3150,79636,74.8,9.37,0,13.67,0,0,0.33,0,16.33,0,0,0,0,0,3.2,0,0,0,0,13.5,0,0,0,71.33,1015.33,1016,1011.63,1007.68,30,20.7,26.36,27.66,24.76,21.8,-9999,-9999,-9999,23.08,20.63,514.8,35.2152434721242
2014,8,36,"PONTEVEDRA",26,2.32,2.07,0.25,0,0,0,26,2.07,0.25,181.5,516,-9999,77,7.65,10,9,7.5,0,13.5,0,12,11.5,10.5,2.5,0,0,1,0,0,0,4,0,0,20.3,81.2,55.5,1017.25,1001.5,996.05,989.5,30.45,11.45,20.3,24.3,19.55,14.65,-9999,-9999,-9999,19,8,170.5,23.2266726336988
2014,8,37,"SALAMANCA",58,140.76,16.24,124.52,0,0,0,58,16.24,124.52,114.2,2748,78094,46,11.28,1,8,1,0,1,0,22,0.5,0.5,0,0,0,15,0,0,0,0,1.8,0,0.8,0.8,82,1013.14,911,905.7,899.6,31.94,8.12,22.12,28.18,20.12,12,30.4,29.3,28.4,15.74,11,239.8,18.7064045656309
2014,8,38,"S.C. TENERIFE",7,18.22,0.08,18.14,0,0,0,7,0.08,18.14,191.22,1311.5,85788.25,64.75,9.92,0.5,8.25,2.33,0,2,0,22,0.88,0.25,0,0,0,2.5,0,0,0,0.25,4.13,0,0.54,0.99,75.5,1016.68,981.92,978.11,974.2,29.59,17.94,24,26.51,23.28,19.95,-9999,-9999,-9999,22.05,19.56,452.13,31.3113807047949
2014,8,39,"CANTABRIA",10,23.36,1.13,22.23,1,0.09,1.81,9,1.04,20.42,179.5,1073.67,55593,75.67,6.57,9.33,1.33,0,0,15.33,0,20.33,13.75,6.75,0.5,0,0,0.67,1.67,0,0,0,1.8,0,12.5,33.23,47.67,1017.57,1022.13,1012.9,1003.97,28.73,11.47,20.17,23.78,19.82,15.8,-9999,22.1,-9999,19.9,9.4,208.8,19.0425906370996
2014,8,40,"SEGOVIA",13,57.79,22.03,35.76,3,0.06,0.06,10,21.97,35.7,100,-9999,-9999,43.5,10.7,-9999,-9999,0,1,3,0,-9999,2,2,0.5,0,0,4.5,1,0,0,0,3,0,9.4,14.3,77.5,1016.15,868.3,863.6,857.5,28.75,7.1,19.5,24.95,18.9,12.8,-9999,-9999,-9999,16.5,10,222,14.0664961636829
2014,8,41,"SEVILLA",26,145.66,3.92,141.74,0,0,0,26,3.92,141.74,157.6,3258.5,-9999,43.25,12.35,0,27.5,0,0,0,0,3.5,0.2,0,0,0,0,28.4,0,0,0,0,0.8,0,0.16,0.16,91,1013.56,990.88,986.6,981.78,39.12,14.06,27.94,34.8,26.3,17.76,-9999,-9999,-9999,21.52,9,192.4,33.4876210979548
2014,8,42,"SORIA",7,1.12,0.18,0.94,1,0.07,0,6,0.11,0.94,123,-9999,73041,53,10.2,-9999,-9999,1,2,5,0,-9999,3,3,1,0,0,9,0,-9999,-9999,-9999,0,0,17.2,23.2,74,1012.7,901.3,895.1,887.8,31.7,5.7,21.5,27.9,20,12,-9999,-9999,-9999,16.1,10,194,17.1557562076749
2014,8,43,"TARRAGONA",11,2.35,1.28,1.07,4,0.16,0.03,7,1.12,1.04,236,1145.5,59674.5,68,7.1,5.5,1.5,0,0,8,0,24,7,4,1,0.5,0,13.33,3.5,0,0,0,1,0,36.6,45.25,52,1014.8,1014.65,1007.6,999.5,33.13,17.07,24.3,29.9,25.5,21.13,-9999,-9999,-9999,24.13,8.75,184.33,20.7942238267148
2014,8,44,"TERUEL",15,6.76,3.56,3.2,12,3.56,2.22,3,0,0.98,140.67,-9999,70011,48,10.1,-9999,-9999,0,0,3,0,-9999,4,3,0,0,0,21.67,2,0,0,0,2.33,0,4.73,12.08,73.5,1013.23,937.37,930.43,922.43,35.37,10.17,25.6,31.13,23.37,15.6,-9999,-9999,-9999,20.07,7,182.67,19.7183098591549
2014,8,45,"TOLEDO",51,107.64,7.31,100.33,0,0,0,51,7.31,100.33,112.75,2477,81769,33.5,12.45,-9999,-9999,0,0,0,0,-9999,1,0,0,0,0,26.75,0,0,0,0,0,0,0.03,0.1,91,1012.17,953.68,949.9,945.65,36.03,13.63,27.33,33.13,25.48,17.73,-9999,-9999,-9999,20.85,10.4,209,27.8380756820182
